ID,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse
1491,25-34,Female,Doctorate degree,UK,White,37,18,16,13,31,6,0,5,1,2,3,6,2,5,2,0,1,0,0,2,0,0,1,1,0,1
1492,18-24,Female,Masters degree,UK,White,23,30,10,20,18,6,9,5,0,2,0,5,1,6,4,0,4,0,0,0,0,2,0,0,0,0
1493,18-24,Male,"Some college or university, no certificate or degree",USA,White,38,19,15,20,12,7,8,6,4,0,5,4,6,6,0,0,6,0,0,3,5,0,3,3,0,0
1494,45-54,Male,"Some college or university, no certificate or degree",USA,White,22,21,24,24,22,7,9,4,5,2,3,6,4,5,2,2,2,0,2,5,2,0,2,6,0,0
1495,18-24,Male,"Some college or university, no certificate or degree",USA,White,43,16,17,21,11,7,6,5,4,0,5,6,6,6,4,4,3,0,2,3,0,2,0,6,0,0
1496,18-24,Male,"Some college or university, no certificate or degree",UK,White,33,0,17,13,10,8,8,5,6,6,4,6,5,6,4,0,5,0,5,6,4,3,3,6,0,2
1497,18-24,Male,"Some college or university, no certificate or degree",UK,White,16,16,20,19,21,2,6,4,2,2,0,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0
1498,25-34,Male,Masters degree,Other,White,13,24,22,17,17,4,9,5,5,0,0,5,0,6,5,0,5,0,0,5,4,0,3,0,0,0
1499,45-54,Female,Left school before 16 years,USA,White,30,22,17,20,16,4,4,5,4,0,3,6,6,4,2,2,0,0,0,0,2,0,2,6,0,0
1500,45-54,Male,University degree,USA,White,14,29,23,23,28,6,9,5,0,0,2,6,1,6,0,0,0,0,0,0,1,0,1,6,0,0
1501,25-34,Male,Doctorate degree,USA,Other,20,26,20,19,24,5,9,5,4,0,4,6,6,3,3,3,3,3,3,3,3,3,3,6,0,0
1502,18-24,Female,"Some college or university, no certificate or degree",USA,White,30,24,24,9,24,8,5,4,0,0,0,6,5,5,0,0,0,0,0,4,0,3,3,3,0,0
1503,18-24,Male,University degree,USA,White,28,9,26,22,20,4,4,6,0,0,0,6,0,4,0,0,0,0,0,3,3,0,4,0,0,0
1504,25-34,Male,University degree,USA,White,19,26,29,21,21,4,8,6,3,3,3,6,6,5,2,0,5,2,3,4,5,3,2,5,0,2
1505,18-24,Female,University degree,USA,Mixed-White/Asian,19,23,18,24,20,7,9,6,4,0,3,6,6,5,4,0,4,0,3,3,3,0,5,6,0,2
1506,35-44,Female,Professional certificate/ diploma,USA,White,40,2,22,31,18,3,5,5,1,0,0,6,6,5,1,0,0,0,0,0,2,0,2,2,0,0
1507,45-54,Female,Doctorate degree,UK,White,24,33,27,27,36,3,4,6,0,0,0,4,1,4,1,0,0,0,0,0,1,0,1,2,0,0
1508,18-24,Female,Left school at 16 years,UK,White,47,4,27,18,7,3,3,4,0,0,6,6,0,5,2,0,0,0,0,3,0,0,0,4,0,0
1509,18-24,Female,University degree,UK,White,34,18,26,11,21,4,7,6,0,3,3,6,3,6,0,0,3,0,0,0,0,0,0,4,0,0
1510,25-34,Female,Professional certificate/ diploma,USA,White,31,14,25,27,24,5,8,5,1,1,4,5,6,5,2,1,2,0,0,2,1,0,2,2,0,1
1511,25-34,Male,"Some college or university, no certificate or degree",USA,White,33,7,19,20,17,1,3,0,0,0,0,6,0,6,0,0,0,0,0,3,0,0,3,0,0,0
1512,18-24,Male,University degree,USA,White,31,17,30,24,14,3,4,5,5,0,3,6,6,6,5,0,3,0,0,4,3,0,2,6,0,0
1513,18-24,Male,Left school before 16 years,USA,White,44,18,22,19,23,1,3,6,0,0,3,4,6,5,0,0,3,0,0,2,0,3,4,3,0,0
1514,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,22,19,14,19,20,3,0,3,0,0,2,6,6,3,2,2,2,0,0,2,2,2,2,6,0,2
1515,25-34,Male,Left school at 18 years,USA,White,36,5,22,21,9,4,4,3,2,0,4,6,2,6,2,2,2,4,0,2,2,6,2,6,0,0
1516,18-24,Male,"Some college or university, no certificate or degree",USA,White,34,20,20,14,15,8,9,6,5,0,6,6,4,6,4,0,0,0,0,3,0,6,0,5,0,2
1517,18-24,Male,Left school at 18 years,USA,White,16,35,30,16,21,8,10,5,4,0,2,6,6,5,0,0,4,0,0,4,6,3,3,6,0,3
1518,45-54,Male,Doctorate degree,USA,White,30,13,29,17,20,8,8,5,3,1,2,6,3,6,3,0,1,0,0,0,1,2,1,5,0,0
1519,18-24,Male,Professional certificate/ diploma,USA,White,24,11,31,17,25,4,7,6,0,0,3,5,6,5,0,0,0,0,0,3,4,3,0,3,0,2
1520,18-24,Male,"Some college or university, no certificate or degree",USA,White,21,17,11,14,9,2,6,0,2,3,2,3,4,1,3,2,1,2,1,2,1,2,4,2,3,1
1521,18-24,Male,"Some college or university, no certificate or degree",Other,White,37,21,19,22,14,4,5,5,3,2,2,6,2,6,5,0,4,0,2,2,0,0,2,6,0,2
1522,18-24,Male,Professional certificate/ diploma,USA,White,37,11,27,17,13,7,8,5,5,0,4,5,6,6,2,0,4,0,3,5,5,2,5,6,0,0
1523,25-34,Male,Professional certificate/ diploma,USA,White,23,2,28,32,27,1,0,3,6,3,5,6,3,3,5,0,5,0,5,5,5,5,4,6,0,0
1524,18-24,Male,"Some college or university, no certificate or degree",USA,White,32,36,31,24,19,8,10,4,6,3,4,6,3,6,3,0,3,2,0,5,5,3,5,6,0,3
1525,18-24,Male,Left school at 18 years,USA,White,39,6,28,26,13,5,7,2,2,0,2,6,6,5,0,0,2,0,0,3,2,2,3,6,0,2
1526,18-24,Male,Left school at 16 years,Australia,White,32,31,22,15,17,6,10,6,4,0,0,6,4,3,0,0,0,0,0,3,3,0,0,6,0,0
1527,18-24,Male,Left school at 18 years,USA,White,29,31,28,20,20,8,8,5,3,0,3,6,5,5,2,0,0,0,0,4,0,3,4,3,0,0
1528,18-24,Male,"Some college or university, no certificate or degree",USA,White,33,23,27,15,12,7,7,6,3,0,4,6,6,5,0,0,0,0,0,3,4,2,3,6,0,3
1529,18-24,Female,University degree,UK,White,8,35,24,13,25,7,10,6,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0
1530,18-24,Male,"Some college or university, no certificate or degree",USA,White,10,29,30,23,23,7,8,5,6,2,5,6,6,6,4,3,4,0,3,5,4,0,3,6,0,4
1531,18-24,Male,Left school before 16 years,New Zealand,White,13,16,27,31,20,6,9,3,0,0,2,6,4,6,0,0,0,0,0,3,4,0,5,2,0,1
1532,25-34,Female,University degree,USA,Other,22,29,28,28,22,3,6,5,6,4,4,6,6,6,3,0,2,0,0,6,3,0,3,6,0,0
1533,18-24,Male,"Some college or university, no certificate or degree",USA,White,34,10,24,22,4,6,5,5,3,0,3,5,4,4,3,3,4,2,0,4,3,3,3,6,0,2
1534,18-24,Male,"Some college or university, no certificate or degree",USA,Other,15,31,17,19,24,6,9,5,0,0,0,6,3,6,0,0,0,0,0,3,0,0,0,3,0,0
1535,25-34,Male,Left school at 18 years,Australia,White,24,25,13,25,19,2,8,6,5,4,3,5,5,6,3,0,4,0,2,3,2,6,0,5,0,0
1536,35-44,Female,"Some college or university, no certificate or degree",Republic of Ireland,White,27,23,14,19,20,2,6,5,3,2,0,6,4,5,3,0,4,0,3,3,1,0,1,5,0,1
1537,18-24,Female,"Some college or university, no certificate or degree",USA,Other,19,28,22,35,35,1,5,5,6,0,4,6,3,6,4,0,4,0,4,3,2,0,3,4,4,3
1538,18-24,Female,"Some college or university, no certificate or degree",USA,White,25,16,12,26,15,2,8,5,0,0,0,6,5,4,3,0,3,0,0,5,4,0,3,4,0,0
1539,18-24,Female,"Some college or university, no certificate or degree",USA,Other,24,34,16,20,37,6,10,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1540,18-24,Male,"Some college or university, no certificate or degree",USA,White,35,18,26,29,17,7,8,6,3,3,4,6,5,4,3,3,3,3,3,4,3,3,4,6,0,2
1541,18-24,Female,"Some college or university, no certificate or degree",USA,White,30,22,31,32,25,6,3,6,0,0,0,5,6,5,0,0,0,0,2,3,4,0,3,6,0,0
1542,18-24,Male,"Some college or university, no certificate or degree",USA,White,10,31,13,26,30,4,10,6,6,0,0,6,6,6,6,0,0,0,0,4,3,0,4,6,0,0
1543,25-34,Male,"Some college or university, no certificate or degree",USA,White,32,1,22,14,8,6,8,6,3,0,4,4,6,5,2,2,2,5,2,6,3,3,4,3,0,2
1544,18-24,Male,"Some college or university, no certificate or degree",UK,White,22,20,15,18,11,7,8,4,2,0,0,5,4,6,2,0,2,0,3,5,0,0,2,2,0,0
1545,18-24,Male,"Some college or university, no certificate or degree",USA,White,32,28,26,27,18,4,6,4,4,0,4,6,6,5,0,0,0,0,0,3,3,0,3,6,0,0
1546,18-24,Female,"Some college or university, no certificate or degree",USA,White,34,16,26,24,23,2,7,3,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1547,18-24,Male,Left school at 18 years,USA,Other,21,9,22,19,15,5,7,3,0,0,0,6,4,4,0,0,4,0,0,3,4,0,3,2,0,0
1548,18-24,Female,"Some college or university, no certificate or degree",USA,White,38,24,26,23,28,5,8,3,3,0,2,5,6,6,0,0,3,0,0,0,3,0,3,0,0,0
1549,25-34,Male,University degree,UK,White,13,19,8,25,32,1,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1550,25-34,Female,Masters degree,UK,White,17,16,24,25,32,2,3,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0
1551,25-34,Female,Professional certificate/ diploma,UK,White,19,23,12,25,24,4,4,6,2,0,0,6,2,5,0,0,0,0,0,0,0,0,0,6,0,0
1552,55-64,Female,Professional certificate/ diploma,UK,White,28,12,7,17,21,1,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0
1553,45-54,Female,"Some college or university, no certificate or degree",UK,White,22,16,11,19,27,3,6,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0
1554,45-54,Female,Professional certificate/ diploma,UK,White,18,19,11,29,30,1,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1555,18-24,Male,"Some college or university, no certificate or degree",UK,White,23,5,14,11,21,7,5,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,2
1556,25-34,Male,Masters degree,UK,White,10,30,20,23,33,4,6,5,0,0,0,6,2,5,0,0,0,0,0,4,0,0,0,4,0,0
1557,18-24,Female,Masters degree,UK,White,27,28,13,25,26,3,7,6,0,0,3,6,3,4,0,0,0,0,0,0,0,0,0,6,0,0
1558,25-34,Female,"Some college or university, no certificate or degree",UK,White,12,33,16,33,31,4,5,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1559,55-64,Female,University degree,UK,White,8,33,23,28,34,4,4,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0
1560,18-24,Female,University degree,UK,Mixed-White/Black,15,22,14,18,32,2,5,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,3,0,0
1561,25-34,Female,Masters degree,UK,Asian,31,24,15,17,31,1,3,4,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1562,35-44,Female,University degree,UK,White,30,12,18,25,23,2,0,1,1,1,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1563,45-54,Female,Left school before 16 years,UK,White,26,21,11,19,22,3,4,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1564,35-44,Male,Professional certificate/ diploma,UK,White,31,12,14,22,15,6,6,4,2,1,1,6,3,6,1,0,3,0,1,0,1,0,1,1,0,0
1565,35-44,Female,University degree,UK,White,23,34,1,18,38,1,1,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1566,45-54,Female,Professional certificate/ diploma,UK,White,19,21,10,32,36,2,4,6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,6,0,0
1567,35-44,Female,Professional certificate/ diploma,UK,White,32,28,22,31,26,1,2,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1568,45-54,Female,Professional certificate/ diploma,UK,White,45,3,18,17,18,2,1,4,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1569,35-44,Male,Masters degree,UK,White,10,28,28,34,24,4,5,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1570,25-34,Male,University degree,UK,White,23,26,12,18,22,1,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0
1571,25-34,Female,Masters degree,UK,White,14,31,17,22,24,6,3,5,0,3,0,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0
1572,45-54,Male,Professional certificate/ diploma,UK,White,16,20,20,34,29,2,4,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1573,18-24,Female,"Some college or university, no certificate or degree",UK,White,18,21,14,27,28,2,1,3,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
1574,25-34,Female,Masters degree,UK,White,27,23,18,27,27,4,8,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,4,0,0
1575,45-54,Female,Professional certificate/ diploma,UK,White,34,25,25,33,20,6,3,3,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1576,35-44,Female,University degree,UK,White,23,29,12,29,34,1,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1577,35-44,Female,"Some college or university, no certificate or degree",UK,White,21,24,7,20,27,1,4,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1578,25-34,Female,Masters degree,UK,White,21,28,16,32,30,4,3,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1579,45-54,Female,University degree,UK,White,14,22,12,20,28,1,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1580,45-54,Female,Masters degree,UK,White,28,20,29,31,29,3,4,4,0,0,2,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0
1581,35-44,Female,Left school at 16 years,UK,White,19,24,17,31,28,1,4,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1582,45-54,Female,Professional certificate/ diploma,UK,White,30,12,3,17,25,1,0,5,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1583,35-44,Female,Masters degree,UK,White,21,22,11,26,33,3,3,4,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0
1584,35-44,Male,Professional certificate/ diploma,UK,White,27,14,20,28,25,2,3,6,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0
1585,35-44,Female,Masters degree,UK,White,31,37,21,34,25,4,8,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0
1586,25-34,Female,University degree,UK,White,25,30,21,22,28,6,7,6,1,2,3,6,2,6,4,2,3,0,1,3,0,0,2,3,0,0
1587,35-44,Female,University degree,UK,White,24,22,26,21,28,4,3,5,1,1,3,6,3,6,1,0,1,0,0,0,1,1,1,1,0,0
1588,35-44,Female,Professional certificate/ diploma,UK,White,20,28,8,19,27,3,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1589,35-44,Male,Left school at 16 years,UK,White,12,36,16,19,25,3,5,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1590,35-44,Male,Professional certificate/ diploma,UK,White,7,32,20,25,30,5,6,4,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
1591,35-44,Female,University degree,UK,White,32,18,14,32,31,3,7,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1592,45-54,Female,Professional certificate/ diploma,UK,White,7,28,13,38,31,1,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1593,45-54,Female,University degree,UK,White,16,35,17,30,27,6,10,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1594,35-44,Female,Doctorate degree,UK,White,24,28,22,23,23,3,4,5,1,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1595,25-34,Female,University degree,UK,White,21,30,17,22,27,2,3,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1596,25-34,Female,University degree,UK,White,18,34,26,23,22,7,8,5,0,1,0,5,3,5,0,0,0,0,0,0,0,0,2,3,0,0
1597,55-64,Female,"Some college or university, no certificate or degree",UK,White,23,27,21,26,27,3,1,5,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1598,35-44,Female,University degree,UK,White,17,25,13,27,25,2,3,5,0,1,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1599,25-34,Female,Masters degree,UK,White,16,31,7,24,29,2,3,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1600,25-34,Female,Professional certificate/ diploma,UK,White,13,30,10,25,24,2,3,4,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,4,0,0
1601,25-34,Female,Professional certificate/ diploma,UK,White,17,29,12,22,28,4,5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1602,25-34,Male,Masters degree,UK,White,25,27,21,17,34,2,1,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
1603,55-64,Female,Masters degree,UK,White,27,26,27,21,18,5,8,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1604,25-34,Female,University degree,UK,White,23,39,31,29,17,8,9,4,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1605,45-54,Male,Left school at 16 years,UK,White,20,35,20,28,32,1,3,5,0,2,2,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1606,25-34,Female,University degree,UK,Asian,21,36,4,17,23,7,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1607,35-44,Female,Professional certificate/ diploma,UK,White,10,32,23,26,28,2,2,5,0,0,0,6,2,6,0,0,0,0,0,0,1,0,0,2,0,0
1608,35-44,Female,Masters degree,UK,White,16,25,20,22,31,3,5,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
1609,25-34,Male,"Some college or university, no certificate or degree",USA,White,21,15,33,17,19,7,8,3,5,5,5,5,3,4,3,3,5,2,0,6,3,2,3,6,0,1
1610,25-34,Female,University degree,UK,White,22,15,8,29,29,2,0,4,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1611,45-54,Female,University degree,UK,White,26,27,13,28,20,1,0,5,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1612,25-34,Female,University degree,UK,White,20,20,10,30,30,1,1,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1613,35-44,Female,University degree,UK,Mixed-White/Black,25,31,13,26,24,3,5,5,1,1,3,6,2,6,0,0,0,0,0,0,0,0,0,1,0,1
1614,25-34,Male,"Some college or university, no certificate or degree",UK,White,3,37,22,13,28,6,9,4,1,2,0,6,1,6,3,0,4,0,0,3,1,0,2,0,0,1
1615,35-44,Female,Doctorate degree,UK,White,13,26,28,30,39,3,6,5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0
1616,55-64,Male,Professional certificate/ diploma,UK,White,30,12,9,28,21,4,5,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1617,25-34,Male,Masters degree,UK,White,29,23,25,27,22,6,10,5,0,1,0,6,0,6,0,0,0,0,0,2,0,0,1,3,0,0
1618,45-54,Male,Professional certificate/ diploma,UK,White,27,24,12,27,28,5,4,5,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1619,25-34,Male,"Some college or university, no certificate or degree",USA,White,27,21,27,21,17,6,10,5,4,0,5,6,6,4,3,1,2,3,1,2,3,4,3,6,0,0
1620,45-54,Male,Professional certificate/ diploma,UK,White,25,23,17,19,29,3,7,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
1621,25-34,Male,University degree,UK,Black,37,21,13,21,22,4,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1622,35-44,Male,Professional certificate/ diploma,UK,White,10,22,24,26,31,4,5,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1623,35-44,Male,University degree,UK,White,29,17,11,27,17,4,2,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1624,45-54,Male,Masters degree,UK,White,25,18,19,18,22,2,3,5,1,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0
1625,35-44,Male,"Some college or university, no certificate or degree",UK,White,16,26,20,24,25,3,6,5,1,2,3,6,3,5,2,1,2,0,2,0,1,2,2,2,0,0
1626,35-44,Female,Professional certificate/ diploma,UK,White,16,25,11,28,29,1,2,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1627,25-34,Female,Professional certificate/ diploma,UK,White,11,27,10,27,28,1,2,5,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,2,0,0
1628,25-34,Female,Masters degree,UK,White,8,31,11,22,33,1,0,4,1,0,3,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0
1629,25-34,Female,Masters degree,UK,White,30,23,20,28,24,1,4,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1630,45-54,Female,Professional certificate/ diploma,UK,White,25,22,14,25,28,5,4,2,0,0,2,6,1,6,0,0,0,0,0,0,1,0,0,1,0,0
1631,35-44,Female,University degree,UK,White,22,26,26,16,16,4,7,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0
1632,35-44,Female,Professional certificate/ diploma,UK,White,6,26,19,38,31,2,3,5,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,4,0,0
1633,35-44,Male,Professional certificate/ diploma,Canada,White,39,24,17,23,35,7,10,6,0,0,0,6,6,4,0,0,0,0,0,0,1,0,1,1,0,0
1634,45-54,Female,Professional certificate/ diploma,UK,Black,20,25,14,21,27,6,7,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1635,18-24,Female,Left school at 18 years,UK,White,24,13,11,23,24,1,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1636,55-64,Male,Left school before 16 years,UK,White,11,23,8,26,28,2,4,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1637,45-54,Female,Professional certificate/ diploma,UK,White,24,27,8,16,24,2,2,4,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1638,18-24,Male,"Some college or university, no certificate or degree",USA,White,41,14,21,13,16,6,9,5,6,0,0,6,5,0,0,0,0,0,0,2,4,0,0,5,0,5
1639,45-54,Female,Left school at 16 years,UK,White,26,19,15,25,27,2,4,5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1640,45-54,Female,Professional certificate/ diploma,UK,White,23,24,13,22,22,4,2,6,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1641,35-44,Female,Professional certificate/ diploma,UK,White,27,27,16,27,25,5,6,6,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1642,45-54,Female,Professional certificate/ diploma,UK,White,34,23,19,29,30,4,3,5,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1643,25-34,Female,Masters degree,UK,White,9,26,10,21,31,1,3,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1644,45-54,Female,Professional certificate/ diploma,UK,White,24,17,20,26,23,2,3,3,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1645,25-34,Female,Masters degree,UK,White,17,22,15,28,26,3,5,3,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0
1646,45-54,Male,Left school at 16 years,UK,White,24,30,18,23,23,3,4,5,1,0,1,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
1647,35-44,Male,Professional certificate/ diploma,UK,White,24,16,21,29,28,1,1,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
1648,35-44,Male,Professional certificate/ diploma,UK,White,32,17,16,26,21,4,7,5,0,3,2,6,2,4,0,0,0,0,0,0,1,6,1,1,0,0
1649,25-34,Female,Masters degree,UK,White,17,26,19,28,33,3,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,25-34,Female,University degree,UK,White,22,21,14,21,33,2,5,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0
1651,25-34,Female,University degree,UK,White,24,33,28,31,28,7,7,5,0,0,0,5,3,4,0,0,0,0,0,1,0,0,1,1,0,0
1652,55-64,Male,"Some college or university, no certificate or degree",USA,White,9,14,14,13,21,2,8,4,1,1,1,6,2,4,1,2,0,0,0,0,1,0,1,6,0,1
1653,18-24,Male,University degree,USA,White,26,14,22,20,15,4,2,5,0,0,4,5,6,5,3,0,0,6,0,3,3,0,3,6,0,3
1654,25-34,Female,Doctorate degree,UK,White,16,29,18,34,33,2,6,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
1655,55-64,Male,Left school at 16 years,UK,White,27,21,15,12,27,3,2,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1656,35-44,Female,University degree,UK,White,16,30,7,28,30,2,1,5,1,1,0,6,1,5,0,0,1,0,0,0,1,0,0,0,0,0
1657,18-24,Female,University degree,UK,White,40,14,15,19,25,1,7,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,2,0,0
1658,25-34,Male,"Some college or university, no certificate or degree",Canada,White,9,24,18,20,30,3,6,3,3,0,3,5,3,5,3,3,0,3,0,0,0,3,0,5,0,0
1659,18-24,Male,Professional certificate/ diploma,UK,White,22,28,33,26,24,7,9,4,2,0,0,6,3,3,2,0,3,0,6,3,3,0,2,6,0,0
1660,45-54,Female,University degree,UK,White,6,27,22,24,27,1,3,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
1661,35-44,Female,Professional certificate/ diploma,UK,White,39,24,32,14,13,8,10,3,5,2,3,5,3,6,4,2,3,2,2,2,2,6,3,6,0,0
1662,18-24,Female,Left school before 16 years,UK,White,17,22,18,33,22,2,7,2,2,0,0,6,6,5,0,0,2,0,0,2,0,0,0,1,0,0
1663,25-34,Male,Professional certificate/ diploma,Other,White,17,30,20,26,23,6,8,5,2,2,3,6,6,6,4,2,4,0,2,2,0,0,2,6,0,0
1664,25-34,Female,"Some college or university, no certificate or degree",UK,White,14,23,18,26,18,4,7,4,3,2,0,6,3,6,3,0,3,0,2,4,0,0,2,4,0,0
1665,25-34,Female,Doctorate degree,UK,White,24,26,23,28,23,8,9,5,2,2,4,6,2,6,3,2,3,0,2,2,2,0,2,6,0,0
1666,25-34,Female,University degree,UK,White,18,26,15,35,30,4,5,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1667,18-24,Male,"Some college or university, no certificate or degree",UK,White,24,29,30,19,25,8,9,4,3,0,3,6,5,6,0,0,3,0,3,3,3,3,0,3,0,2
1668,25-34,Female,Doctorate degree,Australia,White,25,20,9,23,30,1,1,3,0,0,2,6,2,5,0,0,0,0,0,2,0,0,0,1,0,0
1669,35-44,Male,Professional certificate/ diploma,UK,White,30,15,14,17,27,4,7,3,1,1,1,6,1,6,0,0,0,0,0,1,1,0,1,6,0,0
